Blacksmith P 0 Shape1 Molten Steel into Standard Gem Socket using Anvil with a Hammer.
Blacksmith P 100 Shape 3 Molten Steel into Perfect Gem Socket using Anvil with a Hammer.
Blacksmith P 50 Shape 2 Molten Steel into Superior Gem Socket using Anvil with a Hammer.
Blades Making I 200 Combine Battle Axe Blade, Wooden Axe Handle, into 0 Battle Axe Kit using Smith Table (combine).
Bow Making I 200 Combine Superior Gem Socket, Unbalanced Dermorian Longbow, into 1 Sup. Enchanted Unbalanced Dermorian Longbow using Smith Table (combine).
Bow Making I 200 Combine Superior Gem Socket, Unbalanced Dermorian Shortbow, into 1 Sup. Enchanted Unbalanced Dermorian Shortbow using Smith Table (combine).
Bow Making I 200 Combine Superior Gem Socket, Unbalanced Enkidukai Composite Bow, into 1 Sup. Enchanted Unbalanced Enkidukai Composite Bow using Smith Table (combine).
Bow Making I 200 Combine Superior Gem Socket, Unbalanced Enkidukai Hunting Bow, into 1 Sup. Enchanted Unbalanced Enkidukai Hunting Bow using Smith Table (combine).
Bow Making I 200 Combine Superior Gem Socket, Unbalanced Enkidukai Longbow, into 1 Sup. Enchanted Unbalanced Enkidukai Longbow using Smith Table (combine).
Bow Making I 200 Combine Superior Gem Socket, Unbalanced Enkidukai Shortbow, into 1 Sup. Enchanted Unbalanced Enkidukai Shortbow using Smith Table (combine).
Bow Making I 200 Combine Superior Gem Socket, Unbalanced Ynnwn Composite Bow, into 1 Sup. Enchanted Unbalanced Ynnwn Composite Bow using Smith Table (combine).
Bow Making I 200 Combine Superior Gem Socket, Unbalanced Ynnwn Hunting Bow, into 1 Sup. Enchanted Unbalanced Ynnwn Hunting Bow using Smith Table (combine).
Bow Making I 200 Combine Unstrung Dermorian Composite Bow, Plant String, into 0 Unbalanced Dermorian Composite Bow using Smith Table (combine).
Bow Making I 200 Combine Unstrung Dermorian Hunting Bow, Plant String, into 0 Unbalanced Dermorian Hunting Bow using Smith Table (combine).
Bow Making I 200 Combine Unstrung Dermorian Longbow, Plant String, into 0 Unbalanced Dermorian Longbow using Smith Table (combine).
Bow Making I 200 Combine Unstrung Dermorian Shortbow, Plant String, into 0 Unbalanced Dermorian Shortbow using Smith Table (combine).
Bow Making I 200 Combine Unstrung Enkidukai Composite Bow, Tendon String, into 0 Unbalanced Enkidukai Composite Bow using Smith Table (combine).
Bow Making I 200 Combine Unstrung Enkidukai Hunting Bow, Tendon String, into 0 Unbalanced Enkidukai Hunting Bow using Smith Table (combine).
Bow Making I 200 Combine Unstrung Enkidukai Longbow, Tendon String, into 0 Unbalanced Enkidukai Longbow using Smith Table (combine).
Bow Making I 200 Combine Unstrung Enkidukai Shortbow, Tendon String, into 0 Unbalanced Enkidukai Shortbow using Smith Table (combine).
Bow Making I 200 Combine Unstrung Ynnwn Composite Bow, Tendon String, into 0 Unbalanced Ynnwn Composite Bow using Smith Table (combine).
Bow Making I 200 Combine Unstrung Ynnwn Hunting Bow, Tendon String, into 0 Unbalanced Ynnwn Hunting Bow using Smith Table (combine).
Bow Making P 200 Set Enchanted Unbalanced Dermorian Composite Bow into Enchanted Dermorian Composite Bow using Smith Table with a Enchanted Ruby.
Bow Making P 200 Set Enchanted Unbalanced Dermorian Hunting Bow into Enchanted Dermorian Hunting Bow using Smith Table with a Enchanted Ruby.
Bow Making P 200 Set Enchanted Unbalanced Dermorian Longbow into Enchanted Dermorian Longbow using Smith Table with a Enchanted Ruby.
Bow Making P 200 Set Enchanted Unbalanced Dermorian Shortbow into Enchanted Dermorian Shortbow using Smith Table with a Enchanted Ruby.
Bow Making P 200 Set Enchanted Unbalanced Enkidukai Composite Bow into Enchanted Enkidukai Composite Bow using Smith Table with a Enchanted Ruby.
Bow Making P 200 Set Enchanted Unbalanced Enkidukai Hunting Bow into Enchanted Enkidukai Hunting Bow using Smith Table with a Enchanted Ruby.
Bow Making P 200 Set Enchanted Unbalanced Enkidukai Longbow into Enchanted Enkidukai Longbow using Smith Table with a Enchanted Ruby.
Bow Making P 200 Set Enchanted Unbalanced Enkidukai Shortbow into Enchanted Enkidukai Shortbow using Smith Table with a Enchanted Ruby.
Bow Making P 200 Set Enchanted Unbalanced Ynnwn Composite Bow into Enchanted Ynnwn Composite Bow using Smith Table with a Enchanted Ruby.
Bow Making P 200 Set Enchanted Unbalanced Ynnwn Hunting Bow into Enchanted Ynnwn Hunting Bow using Smith Table with a Enchanted Ruby.
Bow Making P 200 Set Perfect Enchanted Unbalanced Dermorian Composite Bow into Enchanted Dermorian Composite Bow using Smith Table with a Enchanted Diamond.
Bow Making P 200 Set Perfect Enchanted Unbalanced Dermorian Hunting Bow into Enchanted Dermorian Hunting Bow using Smith Table with a Enchanted Diamond.
Bow Making P 200 Set Perfect Enchanted Unbalanced Dermorian Longbow into Enchanted Dermorian Longbow using Smith Table with a Enchanted Diamond.
Bow Making P 200 Set Perfect Enchanted Unbalanced Dermorian Shortbow into Enchanted Dermorian Shortbow using Smith Table with a Enchanted Diamond.
Bow Making P 200 Set Perfect Enchanted Unbalanced Enkidukai Composite Bow into Enchanted Enkidukai Composite Bow using Smith Table with a Enchanted Diamond.
Bow Making P 200 Set Perfect Enchanted Unbalanced Enkidukai Hunting Bow into Enchanted Enkidukai Hunting Bow using Smith Table with a Enchanted Diamond.
Bow Making P 200 Set Perfect Enchanted Unbalanced Enkidukai Longbow into Enchanted Enkidukai Longbow using Smith Table with a Enchanted Diamond.
Bow Making P 200 Set Perfect Enchanted Unbalanced Enkidukai Shortbow into Enchanted Enkidukai Shortbow using Smith Table with a Enchanted Diamond.
Bow Making P 200 Set Perfect Enchanted Unbalanced Ynnwn Composite Bow into Enchanted Ynnwn Composite Bow using Smith Table with a Enchanted Diamond.
Bow Making P 200 Set Perfect Enchanted Unbalanced Ynnwn Hunting Bow into Enchanted Ynnwn Hunting Bow using Smith Table with a Enchanted Diamond.
Bow Making P 200 Set Sup. Enchanted Unbalanced Dermorian Composite Bow into Enchanted Dermorian Composite Bow using Smith Table with a Enchanted Emerald.
Bow Making P 200 Set Sup. Enchanted Unbalanced Dermorian Composite Bow into Enchanted Dermorian Composite Bow using Smith Table with a Enchanted Sapphire.
Bow Making P 200 Set Sup. Enchanted Unbalanced Dermorian Hunting Bow into Enchanted Dermorian Hunting Bow using Smith Table with a Enchanted Emerald.
Bow Making P 200 Set Sup. Enchanted Unbalanced Dermorian Hunting Bow into Enchanted Dermorian Hunting Bow using Smith Table with a Enchanted Sapphire.
Bow Making P 200 Set Sup. Enchanted Unbalanced Dermorian Longbow into Enchanted Dermorian Longbow using Smith Table with a Enchanted Emerald.
Bow Making P 200 Set Sup. Enchanted Unbalanced Dermorian Longbow into Enchanted Dermorian Longbow using Smith Table with a Enchanted Sapphire.
Bow Making P 200 Set Sup. Enchanted Unbalanced Dermorian Shortbow into Enchanted Dermorian Shortbow using Smith Table with a Enchanted Emerald.
Bow Making P 200 Set Sup. Enchanted Unbalanced Dermorian Shortbow into Enchanted Dermorian Shortbow using Smith Table with a Enchanted Sapphire.
Bow Making P 200 Set Sup. Enchanted Unbalanced Enkidukai Composite Bow into Enchanted Enkidukai Composite Bow using Smith Table with a Enchanted Emerald.
Bow Making P 200 Set Sup. Enchanted Unbalanced Enkidukai Composite Bow into Enchanted Enkidukai Composite Bow using Smith Table with a Enchanted Sapphire.
Bow Making P 200 Set Sup. Enchanted Unbalanced Enkidukai Hunting Bow into Enchanted Enkidukai Hunting Bow using Smith Table with a Enchanted Emerald.
Bow Making P 200 Set Sup. Enchanted Unbalanced Enkidukai Hunting Bow into Enchanted Enkidukai Hunting Bow using Smith Table with a Enchanted Sapphire.
Bow Making P 200 Set Sup. Enchanted Unbalanced Enkidukai Longbow into Enchanted Enkidukai Longbow using Smith Table with a Enchanted Emerald.
Bow Making P 200 Set Sup. Enchanted Unbalanced Enkidukai Longbow into Enchanted Enkidukai Longbow using Smith Table with a Enchanted Sapphire.
Bow Making P 200 Set Sup. Enchanted Unbalanced Enkidukai Shortbow into Enchanted Enkidukai Shortbow using Smith Table with a Enchanted Emerald.
Bow Making P 200 Set Sup. Enchanted Unbalanced Enkidukai Shortbow into Enchanted Enkidukai Shortbow using Smith Table with a Enchanted Sapphire.
Bow Making P 200 Set Sup. Enchanted Unbalanced Ynnwn Composite Bow into Enchanted Ynnwn Composite Bow using Smith Table with a Enchanted Emerald.
Bow Making P 200 Set Sup. Enchanted Unbalanced Ynnwn Composite Bow into Enchanted Ynnwn Composite Bow using Smith Table with a Enchanted Sapphire.
Bow Making P 200 Set Sup. Enchanted Unbalanced Ynnwn Hunting Bow into Enchanted Ynnwn Hunting Bow using Smith Table with a Enchanted Emerald.
Bow Making P 200 Set Sup. Enchanted Unbalanced Ynnwn Hunting Bow into Enchanted Ynnwn Hunting Bow using Smith Table with a Enchanted Sapphire.
